================================================================================
RAPPORT D'EXTRACTION - BiographieNationale Volume 1
================================================================================

Biographies extraites : 458
Renvois (Voir...) ignorés : 133
Faux positifs ignorés : 25
Total entrées détectées : 616

--- ALERTES (2 entrées courtes < 150 car.) ---
  BALDE (Henri).txt | 131 mots | 791 car. | OK
  BALDÉRIC ou BAUDRY, en latin BALDERICUS.txt | 823 mots | 4877 car. | OK
  BALDÉRIC.txt | 626 mots | 3965 car. | OK
  BALDÉRIC I.txt | 102 mots | 569 car. | OK
  BALDÉRIC II.txt | 263 mots | 1540 car. | OK
  BALDUIN (Paschase)ou BALDUINUS.txt | 137 mots | 871 car. | OK
  BALEN (VAN).txt | 59 mots | 330 car. | OK
  BALEN (Henri VAN).txt | 875 mots | 5243 car. | OK
  BALEN (Jean VAN).txt | 184 mots | 1029 car. | OK
  BALEN (Pierre).txt | 116 mots | 660 car. | OK
  BALIQUES (Agnès).txt | 331 mots | 2033 car. | OK
  BALISTA (Laurent).txt | 92 mots | 529 car. | OK
  BALLAER (Jean VAN).txt | 1075 mots | 6576 car. | OK
  BALLAERT (Henri VAN).txt | 132 mots | 889 car. | OK
  BALLIEU (J.).txt | 164 mots | 1043 car. | OK
  BALTHAZAR (Pierre), ou BALTEN, BALTHAZARUS ou BALTENIUS.txt | 1997 mots | 12394 car. | OK
  BALTYN (Adrien) ou BALTIN.txt | 909 mots | 5466 car. | OK
  BALZAN (Pierre).txt | 74 mots | 470 car. | OK
  BANDE (Georges DE).txt | 182 mots | 1107 car. | OK
  BANELT (Jean).txt | 115 mots | 728 car. | OK
  BARAFIN (Pierre-Paul-Joseph).txt | 632 mots | 3899 car. | OK
  BARATH (Jean), BARATHUS, BARAT ou BARACH.txt | 220 mots | 1305 car. | OK
  BARBANÇON ou BARBANSON (Constantin DE).txt | 136 mots | 832 car. | OK
  BARBANÇON (Albert de Ligne, prince DE).txt | 3934 mots | 23085 car. | OK
  BARBANÇON (Octave-Ignace de Ligne-Arenberg, prince DE).txt | 2263 mots | 13219 car. | OK
  BARBÉ (Antoine).txt | 1036 mots | 6300 car. | OK
  BARBÉ (Jean-Baptiste).txt | 618 mots | 3730 car. | OK
  BARBIER (Nicolas-François).txt | 314 mots | 1947 car. | OK
  BARBIER (Adrien-Nicolas-Joseph, baron DE).txt | 744 mots | 4675 car. | OK
  BARBIERS (Gilles ou Egide).txt | 249 mots | 1423 car. | OK
  BARBIEUX (Antoine).txt | 125 mots | 725 car. | OK
  BARBIREAU (Jacques).txt | 676 mots | 4137 car. | OK
  BARCHON (Guillaume DE PREZ, dit DE).txt | 929 mots | 5438 car. | OK
  BARD (Pierre).txt | 293 mots | 1743 car. | OK
  BARGAS (A.-F.).txt | 211 mots | 1242 car. | OK
  BARLANDUS (Adrien).txt | 1553 mots | 9958 car. | OK
  BARON (Philippe-François), dit Bazin ou de Bazin.txt | 145 mots | 843 car. | OK
  BARRE (Pasquier DE LA).txt | 1947 mots | 11606 car. | OK
  BARRET (Jean-Arnould).txt | 630 mots | 3805 car. | OK
  BARRY (Henri) ou BARY.txt | 570 mots | 3553 car. | OK
  BARTHELS (Jules-Théodore).txt | 1050 mots | 6477 car. | OK
  BARTHÉLEMI DE MAESTRICHT.txt | 522 mots | 3481 car. | OK
  BARTHÉLEMY (Antoine).txt | 1227 mots | 7552 car. | OK
  BARTOLOMÆI (Corneille).txt | 249 mots | 1748 car. | OK
  BASEL (Nicolas VAN) OU BASELIUS.txt | 209 mots | 1293 car. | OK
  BASELE (Pierre VAN).txt | 77 mots | 504 car. | OK
  BASELER (Guillaume).txt | 186 mots | 1149 car. | OK
  BASSE (Frédéric).txt | 771 mots | 4715 car. | OK
  BASSÉE (Adam DE LA),DE BASSECA.txt | 105 mots | 649 car. | OK
  BASSELIERS (Balthasar).txt | 126 mots | 793 car. | OK
  BASSENGIUS (Gilles).txt | 196 mots | 1261 car. | OK
  BASSENGE (Jean-Nicolas).txt | 4083 mots | 25276 car. | OK
  BASSENGE (Jean-Thomas-Lambert).txt | 520 mots | 3245 car. | OK
  BASSERY (Guillaume).txt | 424 mots | 2784 car. | OK
  BASSEVELDE (VAN).txt | 19 mots | 120 car. | ALERTE: très court
  BASSEVELDE (Jean VAN).txt | 354 mots | 2205 car. | OK
  BASSEVELDE (Casin ou Nicaise VAN).txt | 174 mots | 1073 car. | OK
  BASSEVELDE (Liévin VAN).txt | 147 mots | 874 car. | OK
  BASSEVELDE (Jacques VAN).txt | 182 mots | 1154 car. | OK
  BASTEEL (Jean-Joseph).txt | 307 mots | 1964 car. | OK
  BASTIN (Étienne-Richard DE).txt | 235 mots | 1520 car. | OK
  BASTINCK (Jérémie), ou BASTINGIUS.txt | 597 mots | 3618 car. | OK
  BASTON (Josquin ou Josse).txt | 312 mots | 2026 car. | OK
  BASTONIER (Jean).txt | 103 mots | 665 car. | OK
  BATEN (Barthélemy) ou BATTUS.txt | 343 mots | 2069 car. | OK
  BATEN (Charles).txt | 444 mots | 2918 car. | OK
  BATEN (Henri) ou HENRICUS DE WALINIS.txt | 177 mots | 1131 car. | OK
  BATEN (Jean).txt | 446 mots | 2657 car. | OK
  BATEN (Liévin) ou BATT.txt | 300 mots | 1840 car. | OK
  BATTELE (Jean VAN).txt | 283 mots | 1734 car. | OK
  BATTHYANI (Charles-Joseph, comte, puis prince DE).txt | 1403 mots | 8425 car. | OK
  BAUD (Jean-Marie).txt | 1533 mots | 9287 car. | OK
  BAUDAERT (Guillaume), BOUDART ou BAUDARTIUS.txt | 1537 mots | 9533 car. | OK
  BAUDEMOND.txt | 534 mots | 3275 car. | OK
  BAUDIER (Dominique), DE BAULDIER ou BAUDIUS.txt | 1538 mots | 9367 car. | OK
  BAUDOUIN ou BALDWIN Ier.txt | 378 mots | 2192 car. | OK
  BAUDOUIN II (1).txt | 356 mots | 2041 car. | OK
  BAUDOUIN III, dit le Jeune.txt | 173 mots | 1066 car. | OK
  BAUDOUIN IV.txt | 573 mots | 3472 car. | OK
  BAUDOUIN V.txt | 691 mots | 4024 car. | OK
  BAUDOUIN VI, dit de Mons ou de Hasnon.txt | 270 mots | 1575 car. | OK
  BAUDOUIN VII.txt | 284 mots | 1656 car. | OK
  BAUDOUIN IX.txt | 1041 mots | 6538 car. | OK
  BAUDOUIN II (2).txt | 319 mots | 1953 car. | OK
  BAUDOUIN III.txt | 130 mots | 801 car. | OK
  BAUDOUIN IV (1).txt | 580 mots | 3589 car. | OK
  BAUDOUIN V (1).txt | 1075 mots | 6346 car. | OK
  BAUDOUIN II, de Courtenay.txt | 7986 mots | 48406 car. | OK
  BAUDOUIN.txt | 507 mots | 3124 car. | OK
  BAUDOUIN (1).txt | 73 mots | 456 car. | OK
  BAUDOUIN (2).txt | 109 mots | 678 car. | OK
  BAUDOUIN DE BOUCLE.txt | 630 mots | 3568 car. | OK
  BAUDOUIN DE MAFLIX.txt | 190 mots | 1198 car. | OK
  BAUDOUIN DE NINOVE.txt | 503 mots | 3040 car. | OK
  BAUDOUIN (François).txt | 1662 mots | 9977 car. | OK
  BAUDRI ou BALDERIC.txt | 341 mots | 2092 car. | OK
  BAUDRY (Pierre).txt | 254 mots | 1537 car. | OK
  BAUDUIN (Dominique).txt | 195 mots | 1189 car. | OK
  BAUHUYSEN (Bernard VAN), ou BAUHUSIUS.txt | 336 mots | 2033 car. | OK
  BAURSCHEIT (Jean-Pierre VAN).txt | 708 mots | 4289 car. | OK
  BAURSCHEIT (Jean-Pierre VAN), dit le Jeune.txt | 321 mots | 2023 car. | OK
  BAUT DE RASMON (François-Pierre-Ignace, baron).txt | 368 mots | 2305 car. | OK
  BAUTERS (François).txt | 184 mots | 1102 car. | OK
  BAUTKEN (Liévin).txt | 129 mots | 844 car. | OK
